game_id,season,home_team_id,Home Team,away_team_id,Away Team,outcome
2017021175,20172018,54,Vegas Golden Knights,21,Colorado Avalanche,home win REG
2017020757,20172018,23,Vancouver Canucks,7,Buffalo Sabres,away win REG
2017021024,20172018,14,Tampa Bay Lightning,13,Florida Panthers,home win OT
2017020584,20172018,21,Colorado Avalanche,10,Toronto Maple Leafs,home win OT
2017020430,20172018,6,Boston Bruins,53,Arizona Coyotes,home win REG
2017020884,20172018,18,Nashville Predators,20,Calgary Flames,away win REG
2017020181,20172018,16,Chicago Blackhawks,4,Philadelphia Flyers,home win REG
2017021041,20172018,22,Edmonton Oilers,2,New York Islanders,home win SO
2017021104,20172018,29,Columbus Blue Jackets,9,Ottawa Senators,home win REG
2017021239,20172018,19,St Louis Blues,16,Chicago Blackhawks,away win REG
2017020790,20172018,29,Columbus Blue Jackets,28,San Jose Sharks,away win REG
2017021119,20172018,30,Minnesota Wild,26,Los Angeles Kings,away win OT
2017020199,20172018,24,Anaheim Ducks,18,Nashville Predators,away win REG
2017020051,20172018,14,Tampa Bay Lightning,5,Pittsburgh Penguins,home win REG
2017020795,20172018,7,Buffalo Sabres,19,St Louis Blues,away win REG
2017021126,20172018,17,Detroit Red Wings,4,Philadelphia Flyers,home win SO
2017021271,20172018,28,San Jose Sharks,30,Minnesota Wild,away win REG
2017020542,20172018,53,Arizona Coyotes,15,Washington Capitals,home win OT
2017020718,20172018,16,Chicago Blackhawks,2,New York Islanders,away win REG
2017021200,20172018,2,New York Islanders,10,Toronto Maple Leafs,away win REG
2017020685,20172018,26,Los Angeles Kings,28,San Jose Sharks,away win REG
2017021201,20172018,3,New York Rangers,14,Tampa Bay Lightning,away win REG
2017020136,20172018,29,Columbus Blue Jackets,7,Buffalo Sabres,home win REG
2017020807,20172018,12,Carolina Hurricanes,28,San Jose Sharks,away win REG
2017020247,20172018,21,Colorado Avalanche,9,Ottawa Senators,away win OT
2017020380,20172018,21,Colorado Avalanche,52,Winnipeg Jets,home win OT
2017020627,20172018,53,Arizona Coyotes,18,Nashville Predators,home win OT
2017020712,20172018,8,Montreal Canadiens,6,Boston Bruins,away win REG
2017020839,20172018,12,Carolina Hurricanes,23,Vancouver Canucks,home win REG
2017020821,20172018,16,Chicago Blackhawks,20,Calgary Flames,away win REG
2017020765,20172018,12,Carolina Hurricanes,9,Ottawa Senators,home win REG
2017020804,20172018,26,Los Angeles Kings,53,Arizona Coyotes,home win REG
2017020317,20172018,19,St Louis Blues,22,Edmonton Oilers,home win REG
2017020638,20172018,9,Ottawa Senators,14,Tampa Bay Lightning,home win REG
2017020881,20172018,5,Pittsburgh Penguins,26,Los Angeles Kings,home win REG
2017021001,20172018,25,Dallas Stars,19,St Louis Blues,home win OT
2017020598,20172018,24,Anaheim Ducks,53,Arizona Coyotes,home win REG
2017020710,20172018,21,Colorado Avalanche,3,New York Rangers,home win REG
2017021105,20172018,19,St Louis Blues,3,New York Rangers,home win OT
2017020203,20172018,13,Florida Panthers,3,New York Rangers,away win OT
2017020711,20172018,20,Calgary Flames,52,Winnipeg Jets,away win SO
2017020092,20172018,10,Toronto Maple Leafs,17,Detroit Red Wings,home win REG
2017020888,20172018,54,Vegas Golden Knights,22,Edmonton Oilers,home win REG
2017020778,20172018,1,New Jersey Devils,4,Philadelphia Flyers,home win REG
2017020652,20172018,10,Toronto Maple Leafs,29,Columbus Blue Jackets,away win OT
2017020325,20172018,15,Washington Capitals,9,Ottawa Senators,home win REG
2017020424,20172018,54,Vegas Golden Knights,24,Anaheim Ducks,home win SO
2017021074,20172018,18,Nashville Predators,52,Winnipeg Jets,home win REG
2017020062,20172018,54,Vegas Golden Knights,17,Detroit Red Wings,away win REG
2017021225,20172018,13,Florida Panthers,12,Carolina Hurricanes,home win REG
2017020921,20172018,15,Washington Capitals,14,Tampa Bay Lightning,away win REG
2017020972,20172018,13,Florida Panthers,10,Toronto Maple Leafs,home win OT
2017020116,20172018,15,Washington Capitals,13,Florida Panthers,away win REG
2017020160,20172018,13,Florida Panthers,17,Detroit Red Wings,away win SO
2017021205,20172018,54,Vegas Golden Knights,19,St Louis Blues,home win OT
2017020854,20172018,52,Winnipeg Jets,3,New York Rangers,away win REG
2017021023,20172018,29,Columbus Blue Jackets,54,Vegas Golden Knights,home win REG
2017020971,20172018,15,Washington Capitals,9,Ottawa Senators,home win REG
2017020923,20172018,19,St Louis Blues,28,San Jose Sharks,away win REG
2017021138,20172018,12,Carolina Hurricanes,53,Arizona Coyotes,home win REG
2017020617,20172018,10,Toronto Maple Leafs,28,San Jose Sharks,home win SO
2017021093,20172018,9,Ottawa Senators,25,Dallas Stars,home win OT
2017020087,20172018,52,Winnipeg Jets,29,Columbus Blue Jackets,away win REG
2017020120,20172018,20,Calgary Flames,30,Minnesota Wild,away win REG
2017020722,20172018,12,Carolina Hurricanes,54,Vegas Golden Knights,away win REG
2017020545,20172018,14,Tampa Bay Lightning,30,Minnesota Wild,home win REG
2017020054,20172018,16,Chicago Blackhawks,30,Minnesota Wild,away win REG
2017020315,20172018,28,San Jose Sharks,24,Anaheim Ducks,away win SO
2017020769,20172018,52,Winnipeg Jets,14,Tampa Bay Lightning,home win REG
2017020157,20172018,10,Toronto Maple Leafs,4,Philadelphia Flyers,away win REG
2017021270,20172018,26,Los Angeles Kings,25,Dallas Stars,away win REG
2017020762,20172018,7,Buffalo Sabres,1,New Jersey Devils,away win REG
2017021107,20172018,23,Vancouver Canucks,28,San Jose Sharks,away win REG
2017021152,20172018,28,San Jose Sharks,20,Calgary Flames,home win REG
2017020904,20172018,23,Vancouver Canucks,6,Boston Bruins,home win REG
2017020681,20172018,16,Chicago Blackhawks,17,Detroit Red Wings,away win REG
2017020466,20172018,7,Buffalo Sabres,9,Ottawa Senators,home win REG
2017021210,20172018,1,New Jersey Devils,2,New York Islanders,home win REG
2017020523,20172018,53,Arizona Coyotes,13,Florida Panthers,away win REG
2017020107,20172018,13,Florida Panthers,5,Pittsburgh Penguins,away win REG
2017020863,20172018,53,Arizona Coyotes,16,Chicago Blackhawks,home win REG
2017020766,20172018,29,Columbus Blue Jackets,30,Minnesota Wild,away win SO
2017020982,20172018,23,Vancouver Canucks,3,New York Rangers,away win OT
2017020288,20172018,26,Los Angeles Kings,6,Boston Bruins,away win REG
2017021100,20172018,26,Los Angeles Kings,1,New Jersey Devils,away win REG
2017021195,20172018,30,Minnesota Wild,25,Dallas Stars,home win REG
2017020772,20172018,23,Vancouver Canucks,21,Colorado Avalanche,home win OT
2017020144,20172018,14,Tampa Bay Lightning,17,Detroit Red Wings,home win REG
2017021206,20172018,6,Boston Bruins,13,Florida Panthers,home win REG
2017021269,20172018,22,Edmonton Oilers,23,Vancouver Canucks,home win SO
2017020885,20172018,30,Minnesota Wild,15,Washington Capitals,away win REG
2017020334,20172018,6,Boston Bruins,5,Pittsburgh Penguins,home win REG
2017020030,20172018,28,San Jose Sharks,26,Los Angeles Kings,away win REG
2017020580,20172018,12,Carolina Hurricanes,5,Pittsburgh Penguins,home win REG
2017020719,20172018,30,Minnesota Wild,14,Tampa Bay Lightning,home win REG
2017020670,20172018,3,New York Rangers,2,New York Islanders,away win REG
2017021003,20172018,6,Boston Bruins,8,Montreal Canadiens,home win OT
2017020456,20172018,10,Toronto Maple Leafs,22,Edmonton Oilers,home win REG
2017020208,20172018,30,Minnesota Wild,16,Chicago Blackhawks,away win REG
2017020339,20172018,7,Buffalo Sabres,22,Edmonton Oilers,home win REG
2017020003,20172018,22,Edmonton Oilers,20,Calgary Flames,home win REG
2017021211,20172018,5,Pittsburgh Penguins,8,Montreal Canadiens,home win REG
2017020113,20172018,9,Ottawa Senators,10,Toronto Maple Leafs,home win REG
2017020518,20172018,2,New York Islanders,17,Detroit Red Wings,away win REG
2017020840,20172018,52,Winnipeg Jets,19,St Louis Blues,away win REG
2017020212,20172018,28,San Jose Sharks,24,Anaheim Ducks,home win SO
2017020117,20172018,29,Columbus Blue Jackets,26,Los Angeles Kings,away win REG
2017020870,20172018,17,Detroit Red Wings,24,Anaheim Ducks,home win REG
2017020304,20172018,28,San Jose Sharks,6,Boston Bruins,away win REG
2017020365,20172018,52,Winnipeg Jets,30,Minnesota Wild,home win REG
2017020983,20172018,6,Boston Bruins,5,Pittsburgh Penguins,home win REG
2017020782,20172018,18,Nashville Predators,26,Los Angeles Kings,home win REG
2017021159,20172018,3,New York Rangers,7,Buffalo Sabres,home win REG
2017020817,20172018,17,Detroit Red Wings,6,Boston Bruins,away win REG
2017020412,20172018,15,Washington Capitals,28,San Jose Sharks,home win REG
2017020723,20172018,52,Winnipeg Jets,23,Vancouver Canucks,home win REG
2017021190,20172018,6,Boston Bruins,14,Tampa Bay Lightning,home win REG
2017020337,20172018,24,Anaheim Ducks,52,Winnipeg Jets,away win REG
2017020896,20172018,30,Minnesota Wild,24,Anaheim Ducks,away win SO
2017020835,20172018,2,New York Islanders,17,Detroit Red Wings,home win OT
2017020496,20172018,30,Minnesota Wild,22,Edmonton Oilers,away win REG
2017020927,20172018,16,Chicago Blackhawks,9,Ottawa Senators,home win SO
2017021059,20172018,16,Chicago Blackhawks,6,Boston Bruins,home win REG
2017020438,20172018,28,San Jose Sharks,12,Carolina Hurricanes,home win OT
2017020564,20172018,19,St Louis Blues,18,Nashville Predators,away win REG
2017020084,20172018,15,Washington Capitals,10,Toronto Maple Leafs,away win REG
2017020735,20172018,17,Detroit Red Wings,4,Philadelphia Flyers,away win OT
2017020145,20172018,13,Florida Panthers,24,Anaheim Ducks,home win REG
2017020789,20172018,12,Carolina Hurricanes,17,Detroit Red Wings,away win REG
2017021080,20172018,22,Edmonton Oilers,28,San Jose Sharks,away win OT
2017020630,20172018,17,Detroit Red Wings,13,Florida Panthers,home win REG
2017020354,20172018,19,St Louis Blues,30,Minnesota Wild,home win REG
2017020978,20172018,8,Montreal Canadiens,2,New York Islanders,home win REG
2017020127,20172018,4,Philadelphia Flyers,24,Anaheim Ducks,away win REG
2017020419,20172018,17,Detroit Red Wings,52,Winnipeg Jets,home win REG
2017020528,20172018,20,Calgary Flames,19,St Louis Blues,home win REG
2017021112,20172018,4,Philadelphia Flyers,15,Washington Capitals,home win REG
2017021133,20172018,5,Pittsburgh Penguins,8,Montreal Canadiens,home win REG
2017021256,20172018,24,Anaheim Ducks,25,Dallas Stars,home win REG
2017020727,20172018,1,New Jersey Devils,17,Detroit Red Wings,away win REG
2017020311,20172018,10,Toronto Maple Leafs,53,Arizona Coyotes,away win REG
2017020783,20172018,52,Winnipeg Jets,54,Vegas Golden Knights,away win OT
2017020734,20172018,8,Montreal Canadiens,21,Colorado Avalanche,home win REG
2017020047,20172018,15,Washington Capitals,5,Pittsburgh Penguins,away win REG
2017020398,20172018,8,Montreal Canadiens,17,Detroit Red Wings,home win REG
2017020405,20172018,53,Arizona Coyotes,1,New Jersey Devils,home win REG
2017021118,20172018,8,Montreal Canadiens,13,Florida Panthers,away win REG
2017020648,20172018,8,Montreal Canadiens,23,Vancouver Canucks,home win REG
2017020250,20172018,6,Boston Bruins,10,Toronto Maple Leafs,away win REG
2017020194,20172018,21,Colorado Avalanche,12,Carolina Hurricanes,home win REG
2017020677,20172018,26,Los Angeles Kings,24,Anaheim Ducks,away win REG
2017021192,20172018,1,New Jersey Devils,5,Pittsburgh Penguins,away win OT
2017021006,20172018,53,Arizona Coyotes,9,Ottawa Senators,home win REG
2017021165,20172018,52,Winnipeg Jets,18,Nashville Predators,home win SO
2017020445,20172018,8,Montreal Canadiens,22,Edmonton Oilers,away win REG
2017020917,20172018,54,Vegas Golden Knights,24,Anaheim Ducks,away win REG
2017020806,20172018,8,Montreal Canadiens,9,Ottawa Senators,home win REG
2017020537,20172018,26,Los Angeles Kings,21,Colorado Avalanche,home win OT
2017020236,20172018,4,Philadelphia Flyers,16,Chicago Blackhawks,home win REG
2017020096,20172018,3,New York Rangers,2,New York Islanders,away win SO
2017020519,20172018,3,New York Rangers,24,Anaheim Ducks,home win REG
2017020322,20172018,1,New Jersey Devils,6,Boston Bruins,away win SO
2017021109,20172018,54,Vegas Golden Knights,20,Calgary Flames,home win REG
2017020071,20172018,16,Chicago Blackhawks,18,Nashville Predators,home win OT
2017021102,20172018,14,Tampa Bay Lightning,6,Boston Bruins,away win REG
2017020788,20172018,5,Pittsburgh Penguins,15,Washington Capitals,home win REG
2017020851,20172018,28,San Jose Sharks,22,Edmonton Oilers,home win REG
2017020245,20172018,29,Columbus Blue Jackets,12,Carolina Hurricanes,away win REG
2017020943,20172018,19,St Louis Blues,52,Winnipeg Jets,away win REG
2017020403,20172018,12,Carolina Hurricanes,13,Florida Panthers,home win OT
2017020826,20172018,7,Buffalo Sabres,2,New York Islanders,home win REG
2017021017,20172018,25,Dallas Stars,9,Ottawa Senators,away win OT
2017020932,20172018,4,Philadelphia Flyers,29,Columbus Blue Jackets,home win REG
2017021189,20172018,54,Vegas Golden Knights,53,Arizona Coyotes,away win REG
2017020962,20172018,24,Anaheim Ducks,22,Edmonton Oilers,away win SO
2017020205,20172018,19,St Louis Blues,10,Toronto Maple Leafs,home win REG
2017020867,20172018,4,Philadelphia Flyers,1,New Jersey Devils,away win SO
2017020009,20172018,17,Detroit Red Wings,30,Minnesota Wild,home win REG
2017020494,20172018,17,Detroit Red Wings,10,Toronto Maple Leafs,home win REG
2017020761,20172018,6,Boston Bruins,24,Anaheim Ducks,away win REG
2017020993,20172018,12,Carolina Hurricanes,1,New Jersey Devils,home win REG
2017020349,20172018,8,Montreal Canadiens,7,Buffalo Sabres,home win REG
2017020345,20172018,25,Dallas Stars,20,Calgary Flames,home win REG
2017020570,20172018,14,Tampa Bay Lightning,8,Montreal Canadiens,home win REG
2017021060,20172018,20,Calgary Flames,2,New York Islanders,away win REG
2017020132,20172018,18,Nashville Predators,20,Calgary Flames,away win SO
2017020381,20172018,15,Washington Capitals,26,Los Angeles Kings,away win REG
2017020847,20172018,12,Carolina Hurricanes,21,Colorado Avalanche,home win REG
2017021215,20172018,53,Arizona Coyotes,19,St Louis Blues,home win REG
2017020319,20172018,7,Buffalo Sabres,30,Minnesota Wild,away win REG
2017020393,20172018,19,St Louis Blues,26,Los Angeles Kings,away win REG
2017020660,20172018,10,Toronto Maple Leafs,9,Ottawa Senators,away win REG
2017020098,20172018,29,Columbus Blue Jackets,14,Tampa Bay Lightning,away win REG
2017020929,20172018,54,Vegas Golden Knights,20,Calgary Flames,home win REG
2017020504,20172018,53,Arizona Coyotes,5,Pittsburgh Penguins,away win REG
2017020809,20172018,2,New York Islanders,18,Nashville Predators,away win OT
2017020251,20172018,8,Montreal Canadiens,7,Buffalo Sabres,home win OT
2017020061,20172018,20,Calgary Flames,9,Ottawa Senators,away win REG
2017020604,20172018,4,Philadelphia Flyers,5,Pittsburgh Penguins,away win REG
2017020056,20172018,53,Arizona Coyotes,17,Detroit Red Wings,away win REG
2017020716,20172018,18,Nashville Predators,13,Florida Panthers,home win REG
2017020990,20172018,28,San Jose Sharks,16,Chicago Blackhawks,home win REG
2017020908,20172018,29,Columbus Blue Jackets,5,Pittsburgh Penguins,away win REG
2017020446,20172018,17,Detroit Red Wings,19,St Louis Blues,away win REG
2017020775,20172018,15,Washington Capitals,4,Philadelphia Flyers,home win REG
2017020566,20172018,52,Winnipeg Jets,22,Edmonton Oilers,home win REG
2017020162,20172018,19,St Louis Blues,29,Columbus Blue Jackets,home win REG
2017020988,20172018,53,Arizona Coyotes,30,Minnesota Wild,home win REG
2017020391,20172018,29,Columbus Blue Jackets,24,Anaheim Ducks,home win REG
2017021160,20172018,29,Columbus Blue Jackets,19,St Louis Blues,away win REG
2017020837,20172018,15,Washington Capitals,29,Columbus Blue Jackets,home win REG
2017020045,20172018,54,Vegas Golden Knights,53,Arizona Coyotes,home win REG
2017020348,20172018,10,Toronto Maple Leafs,15,Washington Capitals,away win REG
2017021007,20172018,22,Edmonton Oilers,3,New York Rangers,away win REG
2017020172,20172018,29,Columbus Blue Jackets,6,Boston Bruins,home win SO
2017020658,20172018,18,Nashville Predators,22,Edmonton Oilers,home win REG
2017020991,20172018,2,New York Islanders,8,Montreal Canadiens,away win REG
2017020022,20172018,15,Washington Capitals,8,Montreal Canadiens,home win REG
